WARD,month,permits
5,2019-02,24
5,2019-02,51
5,2019-04,43
5,2019-04,54
5,2019-05,63
5,2019-07,51
5,2019-08,79
5,2019-09,59
5,2019-09,41
5,2019-09,72
5,2019-10,69
5,2019-11,36
5,2019-12,28
5,2020-01,22
5,2020-01,64
5,2020-02,42
5,2020-03,25
5,2020-05,28
5,2020-05,42
5,2020-05,32
5,2020-05,12
5,2020-06,34
5,2020-06,33
5,2020-06,37
5,2020-07,46
5,2020-07,43
5,2020-08,46
5,2020-08,36
5,2020-08,38
5,2020-09,25
5,2020-09,44
5,2020-10,43
5,2020-11,18
5,2020-11,44
5,2020-12,21
5,2021-01,23
5,2021-01,27
5,2021-02,30
5,2021-02,46
5,2021-02,41
5,2021-03,47
5,2021-04,7
6,2007-11,1
6,2007-11,1
6,2008-02,4
6,2008-02,1
6,2008-03,27
6,2008-03,33
6,2008-04,41
6,2008-05,49
6,2008-06,34
6,2008-06,52
6,2008-07,48
6,2008-07,50
6,2008-08,46
6,2008-08,62
6,2008-08,51
6,2008-09,58
6,2008-09,49
6,2008-10,49
6,2008-11,40
6,2008-12,28
6,2009-01,35
6,2009-02,21
6,2009-02,23
6,2009-04,31
6,2009-04,41
6,2009-06,38
6,2009-06,43
6,2009-07,56
6,2009-08,36
6,2009-09,40
6,2009-09,53
6,2009-09,51
6,2009-10,52
6,2009-10,45
6,2009-10,41
6,2009-11,53
6,2009-11,47
6,2009-11,50
6,2009-12,29
6,2009-12,35
6,2009-12,35
6,2010-01,37
6,2010-01,25
6,2010-01,36
6,2010-02,22
6,2010-02,37
6,2010-03,41
6,2010-04,45
6,2010-05,42
6,2010-06,35
6,2010-07,52
6,2010-07,49
6,2010-07,39
6,2010-09,51
6,2010-09,45
6,2010-10,38
6,2010-11,22
6,2010-12,19
6,2011-02,24
6,2011-02,18
6,2011-03,46
6,2011-04,52
6,2011-04,53
6,2011-05,28
6,2011-05,61
6,2011-05,42
6,2011-06,37
6,2011-06,34
6,2011-06,36
6,2011-07,35
6,2011-07,33
6,2011-07,48
6,2011-08,38
6,2011-08,36
6,2011-09,31
6,2011-09,35
6,2011-10,34
6,2011-10,34
6,2011-10,43
6,2011-10,35
6,2011-11,29
6,2011-11,21
6,2011-12,27
6,2011-12,20
6,2012-01,21
6,2012-01,23
6,2012-02,19
6,2012-03,25
6,2012-03,52
6,2012-04,46
6,2012-06,46
6,2012-06,36
6,2012-07,82
6,2012-08,36
6,2012-09,42
6,2012-09,39
6,2012-10,60
6,2012-11,48
6,2012-11,42
6,2012-12,23
6,2012-12,22
6,2013-01,27
6,2013-01,36
6,2013-01,20
6,2013-01,30
6,2013-01,39
6,2013-02,33
6,2013-03,37
6,2013-04,41
6,2013-04,30
6,2013-05,46
6,2013-05,33
6,2013-07,29
6,2013-07,42
6,2013-08,38
6,2013-09,28
6,2013-11,19
6,2013-11,45
6,2013-12,30
6,2013-12,13
6,2014-01,22
6,2014-01,28
6,2014-01,21
6,2014-02,16
6,2014-02,33
6,2014-03,32
6,2014-03,29
6,2014-04,41
6,2014-05,17
6,2014-05,22
6,2014-06,32
6,2014-07,80
6,2014-07,63
6,2014-08,42
6,2014-08,52
6,2014-09,37
6,2014-09,53
6,2014-10,41
6,2014-11,29
6,2014-11,32
6,2014-12,42
6,2015-01,31
6,2015-02,21
6,2015-03,32
6,2015-04,35
6,2015-05,32
6,2015-05,36
6,2015-05,44
6,2015-08,34
6,2015-10,42
6,2015-11,41
6,2015-11,45
6,2015-11,43
6,2015-12,38
6,2016-01,41
6,2016-02,40
6,2016-02,52
6,2016-03,54
6,2016-04,30
6,2016-04,50
6,2016-04,38
6,2016-05,26
6,2016-05,37
6,2016-06,51
6,2016-07,39
6,2016-09,44
6,2016-09,56
6,2016-10,43
6,2016-10,51
6,2016-10,38
6,2016-12,37
6,2017-01,34
6,2017-01,37
6,2017-02,39
6,2017-02,33
6,2017-03,39
6,2017-04,44
6,2017-06,49
6,2017-07,37
6,2017-08,42
6,2017-08,71
6,2017-09,48
6,2017-09,38
6,2017-10,69
6,2017-11,52
6,2017-12,59
6,2018-01,48
6,2018-03,61
6,2018-04,48
6,2018-04,47
6,2018-05,46
6,2018-06,54
6,2018-06,44
6,2018-07,46
6,2018-08,55
6,2018-09,39
6,2018-09,47
6,2018-11,48
6,2018-12,28
6,2018-12,38
6,2019-02,30
6,2019-03,41
6,2019-04,39
6,2019-05,66
6,2019-06,43
6,2019-07,50
6,2019-08,59
6,2019-10,51
6,2019-12,31
6,2020-01,40
6,2020-02,53
6,2020-03,55
6,2020-03,59
6,2020-04,40
6,2020-04,32
6,2020-05,40
6,2020-05,51
6,2020-06,51
6,2020-09,48
6,2020-09,42
6,2020-10,43
6,2020-10,39
6,2020-10,32
6,2020-11,32
6,2020-12,35
6,2021-01,37
6,2021-01,24
6,2021-01,54
6,2021-01,48
6,2021-02,31
6,2021-03,53
6,2021-04,9
7,2007-11,1
7,2008-02,2
7,2008-03,43
7,2008-03,29
7,2008-03,22
7,2008-04,52
7,2008-04,25
7,2008-05,49
7,2008-05,47
7,2008-05,18
7,2008-06,36
7,2008-07,63
7,2008-07,38
7,2008-08,63
7,2008-08,62
7,2008-08,19
7,2008-08,41
7,2008-09,54
7,2008-09,17
7,2008-09,38
7,2008-10,53
7,2008-10,38
7,2008-11,27
7,2008-12,44
7,2008-12,35
7,2009-01,12
7,2009-01,42
7,2009-03,38
7,2009-03,33
7,2009-04,50
7,2009-05,31
7,2009-06,30
7,2009-06,25
7,2009-06,39
7,2009-07,44
7,2009-08,39
7,2009-08,33
7,2009-09,55
7,2009-09,29
7,2009-11,49
7,2009-11,22
7,2009-12,25
7,2009-12,17
7,2010-01,33
7,2010-01,11
7,2010-01,19
7,2010-02,31
7,2010-02,10
7,2010-04,51
7,2010-04,24
7,2010-05,53
7,2010-05,31
7,2010-08,40
7,2010-08,25
7,2010-08,22
7,2010-09,55
7,2010-09,22
7,2010-09,39
7,2010-10,72
7,2010-11,22
7,2010-12,21
7,2011-01,34
7,2011-01,26
7,2011-02,37
7,2011-03,43
7,2011-03,10
7,2011-03,31
7,2011-04,21
7,2011-05,23
7,2011-05,27
7,2011-07,47
7,2011-07,20
7,2011-08,21
7,2011-09,38
7,2011-10,23
7,2011-11,17
7,2012-01,16
7,2012-01,3
7,2012-02,25
7,2012-02,15
7,2012-02,20
7,2012-05,24
7,2012-07,20
7,2012-08,55
7,2012-08,17
7,2012-09,14
7,2012-10,51
7,2012-10,41
7,2012-10,15
7,2012-10,35
7,2012-11,48
7,2013-01,31
7,2013-01,9
7,2013-02,17
7,2013-03,37
7,2013-03,19
7,2013-06,71
7,2013-07,29
7,2013-07,11
7,2013-08,37
7,2013-09,44
7,2013-10,29
7,2013-10,14
7,2013-11,19
7,2013-11,16
7,2013-12,18
7,2013-12,9
7,2013-12,17
7,2014-02,23
7,2014-02,5
7,2014-02,15
7,2014-03,15
7,2014-04,31
7,2014-04,27
7,2014-05,38
7,2014-05,27
7,2014-05,11
7,2014-06,37
7,2014-06,27
7,2014-07,46
7,2014-07,38
7,2014-08,28
7,2014-10,56
7,2014-10,25
7,2014-10,6
7,2014-11,13
7,2014-12,14
7,2014-12,26
7,2015-02,40
7,2015-02,35
7,2015-03,40
7,2015-05,13
7,2015-06,65
7,2015-06,19
7,2015-07,81
7,2015-08,43
7,2015-08,8
7,2015-10,23
7,2015-12,58
7,2015-12,31
7,2016-02,42
7,2016-02,13
7,2016-03,21
7,2016-04,77
7,2016-04,15
7,2016-05,11
7,2016-06,18
7,2016-07,50
7,2016-07,18
7,2016-08,26
7,2016-09,67
7,2016-09,39
7,2016-09,12
7,2016-11,23
7,2016-12,57
7,2016-12,43
7,2016-12,7
7,2016-12,18
7,2017-01,30
7,2017-02,26
7,2017-02,20
7,2017-03,19
7,2017-04,49
7,2017-04,19
7,2017-05,47
7,2017-05,47
7,2017-05,17
7,2017-06,27
7,2017-06,21
7,2017-07,47
7,2017-07,33
7,2017-07,25
7,2017-08,36
7,2017-08,16
7,2017-10,51
7,2017-10,57
7,2017-11,55
7,2018-01,34
7,2018-03,35
7,2018-04,44
7,2018-04,16
7,2018-05,34
7,2018-05,18
7,2018-06,72
7,2018-08,69
7,2018-09,31
7,2018-10,77
7,2018-10,39
7,2018-10,26
7,2018-11,62
7,2018-11,40
7,2018-12,26
7,2019-01,24
7,2019-02,13
7,2019-03,32
7,2019-04,69
7,2019-06,62
7,2019-06,28
7,2019-07,17
7,2019-08,19
7,2019-09,20
7,2019-11,50
7,2019-11,35
7,2019-12,38
7,2020-01,11
7,2020-03,65
7,2020-04,41
7,2020-05,22
7,2020-06,24
7,2020-07,26
7,2020-08,18
7,2020-09,18
7,2020-10,51
7,2020-10,18
7,2020-10,25
7,2020-11,43
7,2020-11,17
7,2020-12,48
7,2020-12,30
7,2021-01,18
7,2021-03,53
7,2021-03,42
7,2021-03,21
7,2021-04,9
7,2021-04,14
8,2007-11,1
8,2007-12,1
8,2008-02,1
8,2008-02,2
8,2008-02,1
8,2008-03,13
8,2008-03,4
8,2008-03,28
8,2008-04,13
8,2008-04,41
8,2008-04,9
8,2008-04,54
8,2008-05,36
8,2008-05,21
8,2008-05,6
8,2008-05,25
8,2008-06,20
8,2008-06,8
8,2008-06,32
8,2008-07,14
8,2008-07,3
8,2008-07,12
8,2008-08,29
8,2008-08,2
8,2008-09,13
8,2008-09,4
8,2008-09,9
8,2008-10,37
8,2008-10,18
8,2008-10,44
8,2008-10,8
8,2008-10,21
8,2008-11,21
8,2008-11,5
8,2008-11,16
8,2008-12,29
8,2008-12,15
8,2008-12,7
8,2008-12,11
8,2009-01,23
8,2009-01,14
8,2009-01,4
8,2009-02,12
8,2009-02,3
8,2009-02,35
8,2009-03,13
8,2009-03,39
8,2009-03,3
8,2009-03,29
8,2009-04,14
8,2009-04,7
8,2009-04,21
8,2009-04,11
8,2009-04,24
8,2009-05,12
8,2009-05,1
8,2009-06,12
8,2009-06,5
8,2009-07,45
8,2009-07,10
8,2009-07,10
8,2009-07,22
8,2009-08,10
8,2009-08,3
8,2009-08,21
8,2009-08,10
8,2009-09,15
8,2009-09,6
8,2009-09,17
8,2009-10,11
8,2009-10,4
8,2009-10,19
8,2009-11,18
8,2009-11,6
8,2009-12,11
8,2009-12,3
8,2010-01,21
8,2010-01,4
8,2010-02,13
8,2010-02,6
8,2010-03,16
8,2010-03,5
8,2010-03,22
8,2010-03,16
8,2010-04,19
8,2010-04,2
8,2010-04,20
8,2010-05,11
8,2010-05,6
8,2010-05,8
8,2010-06,47
8,2010-06,11
8,2010-06,1
8,2010-07,20
8,2010-07,34
8,2010-07,6
8,2010-07,30
8,2010-08,25
8,2010-08,6
8,2010-08,37
8,2010-09,33
8,2010-09,12
8,2010-09,4
8,2010-09,18
8,2010-10,20
8,2010-10,43
8,2010-10,5
8,2010-10,14
8,2010-11,8
8,2010-11,2
8,2010-11,10
8,2010-12,3
8,2010-12,2
8,2010-12,10
8,2010-12,57
8,2011-01,11
8,2011-01,3
8,2011-01,11
8,2011-01,16
8,2011-02,17
8,2011-02,2
8,2011-02,1
8,2011-02,9
8,2011-02,3
8,2011-03,22
8,2011-03,4
8,2011-03,15
8,2011-04,15
8,2011-04,3
8,2011-04,40
8,2011-05,10
8,2011-05,2
8,2011-05,19
8,2011-05,11
8,2011-06,7
8,2011-06,2
8,2011-06,16
8,2011-07,7
8,2011-07,2
8,2011-07,13
8,2011-08,17
8,2011-08,7
8,2011-08,9
8,2011-08,6
8,2011-09,8
8,2011-09,1
8,2011-09,9
8,2011-10,33
8,2011-10,8
8,2011-10,5
8,2011-10,20
8,2011-10,7
8,2011-11,12
8,2011-11,3
8,2011-11,16
8,2011-12,5
8,2011-12,16
8,2011-12,2
8,2011-12,8
8,2012-01,8
8,2012-01,1
8,2012-02,10
8,2012-02,25
8,2012-02,4
8,2012-03,8
8,2012-03,3
8,2012-03,41
8,2012-04,12
8,2012-04,2
8,2012-04,15
8,2012-04,10
8,2012-05,34
8,2012-05,12
8,2012-05,3
8,2012-06,43
8,2012-06,11
8,2012-06,35
8,2012-06,7
8,2012-06,9
8,2012-07,48
8,2012-07,8
8,2012-07,2
8,2012-07,17
8,2012-07,8
8,2012-08,42
8,2012-08,15
8,2012-08,2
8,2012-09,7
8,2012-09,3
8,2012-10,9
8,2012-10,3
8,2012-11,16
8,2012-11,1
8,2012-11,12
8,2012-11,10
8,2012-12,7
8,2012-12,2
8,2012-12,7
8,2013-01,59
8,2013-01,14
8,2013-01,2
8,2013-02,23
8,2013-02,8
8,2013-02,3
8,2013-02,5
8,2013-02,2
8,2013-03,47
8,2013-03,13
8,2013-03,3
8,2013-04,5
8,2013-04,35
8,2013-04,6
8,2013-04,4
8,2013-05,7
8,2013-05,4
8,2013-05,6
8,2013-06,31
8,2013-06,15
8,2013-06,1
8,2013-06,16
8,2013-07,48
8,2013-07,8
8,2013-07,8
8,2013-08,40
8,2013-08,10
8,2013-08,4
8,2013-08,17
8,2013-08,14
8,2013-09,2
8,2013-09,14
8,2013-10,55
8,2013-10,34
8,2013-10,20
8,2013-10,2
8,2013-11,21
8,2013-11,6
8,2013-12,5
8,2013-12,1
8,2013-12,23
8,2014-01,7
8,2014-01,1
8,2014-01,7
8,2014-02,2
8,2014-02,1
8,2014-03,8
8,2014-03,1
8,2014-03,9
8,2014-03,7
8,2014-04,16
8,2014-04,18
8,2014-05,11
8,2014-05,4
8,2014-06,25
8,2014-06,11
8,2014-06,4
8,2014-06,7
8,2014-07,31
8,2014-07,9
8,2014-07,41
8,2014-07,16
8,2014-08,15
8,2014-08,6
8,2014-08,22
8,2014-09,36
8,2014-09,22
8,2014-09,33
8,2014-09,7
8,2014-09,6
8,2014-10,38
8,2014-10,9
8,2014-10,8
8,2014-11,19
8,2014-11,34
8,2014-11,3
8,2014-12,15
8,2014-12,9
8,2015-01,29
8,2015-01,7
8,2015-01,3
8,2015-01,6
8,2015-02,7
8,2015-02,6
8,2015-02,4
8,2015-03,15
8,2015-03,58
8,2015-03,8
8,2015-03,21
8,2015-03,12
8,2015-04,38
8,2015-04,9
8,2015-04,7
8,2015-04,21
8,2015-05,14
8,2015-05,6
8,2015-05,17
8,2015-06,36
8,2015-06,20
8,2015-06,9
8,2015-06,10
8,2015-07,36
8,2015-07,13
8,2015-07,26
8,2015-07,9
8,2015-07,15
8,2015-07,6
8,2015-07,42
8,2015-08,15
8,2015-08,7
8,2015-09,30
8,2015-09,3
8,2015-09,12
8,2015-09,5
8,2015-09,7
8,2015-10,55
8,2015-10,13
8,2015-10,29
8,2015-10,5
8,2015-10,10
8,2015-11,14
8,2015-11,6
8,2015-11,17
8,2015-12,33
8,2015-12,16
8,2015-12,7
8,2015-12,12
8,2016-01,20
8,2016-01,11
8,2016-01,3
8,2016-01,10
8,2016-02,13
8,2016-02,30
8,2016-02,2
8,2016-02,8
8,2016-03,30
8,2016-03,9
8,2016-03,21
8,2016-03,8
8,2016-03,19
8,2016-04,15
8,2016-04,3
8,2016-05,67
8,2016-05,13
8,2016-05,3
8,2016-06,15
8,2016-06,9
8,2016-06,9
8,2016-07,39
8,2016-07,13
8,2016-07,30
8,2016-07,8
8,2016-07,12
8,2016-08,67
8,2016-08,43
8,2016-08,14
8,2016-09,53
8,2016-09,14
8,2016-09,3
8,2016-10,54
8,2016-10,16
8,2016-10,3
8,2016-11,51
8,2016-11,10
8,2016-11,3
8,2016-11,22
8,2016-11,41
8,2016-12,8
8,2016-12,3
8,2017-01,8
8,2017-01,2
8,2017-01,13
8,2017-02,50
8,2017-02,25
8,2017-02,13
8,2017-02,2
8,2017-02,15
8,2017-03,31
8,2017-03,7
8,2017-03,52
8,2017-04,35
8,2017-04,11
8,2017-04,7
8,2017-04,11
8,2017-05,14
8,2017-05,1
8,2017-05,22
8,2017-05,44
8,2017-06,50
8,2017-06,20
8,2017-06,3
8,2017-06,15
8,2017-06,5
8,2017-07,34
8,2017-07,18
8,2017-07,3
8,2017-07,15
8,2017-07,27
8,2017-08,57
8,2017-08,18
8,2017-08,7
8,2017-09,15
8,2017-09,4
8,2017-09,13
8,2017-10,18
8,2017-10,4
8,2017-10,11
8,2017-11,51
8,2017-11,18
8,2017-11,5
8,2017-11,13
8,2017-11,13
8,2017-11,19
8,2017-12,22
8,2017-12,56
8,2017-12,8
8,2017-12,12
8,2018-01,36
8,2018-01,12
8,2018-01,3
8,2018-01,14
8,2018-02,4
8,2018-02,27
8,2018-02,6
8,2018-02,10
8,2018-03,63
8,2018-03,17
8,2018-03,6
8,2018-03,19
8,2018-03,44
8,2018-04,16
8,2018-04,9
8,2018-04,18
8,2018-05,40
8,2018-05,45
8,2018-05,21
8,2018-05,7
8,2018-05,10
8,2018-06,47
8,2018-06,12
8,2018-06,5
8,2018-06,17
8,2018-06,8
8,2018-07,35
8,2018-07,18
8,2018-07,32
8,2018-07,7
8,2018-07,15
8,2018-08,46
8,2018-08,15
8,2018-08,21
8,2018-09,60
8,2018-09,8
8,2018-09,4
8,2018-09,20
8,2018-09,24
8,2018-10,59
8,2018-10,16
8,2018-10,8
8,2018-10,22
8,2018-11,47
8,2018-11,11
8,2018-11,9
8,2018-11,12
8,2018-12,41
8,2018-12,8
8,2018-12,25
8,2018-12,4
8,2018-12,12
8,2019-01,34
8,2019-01,10
8,2019-01,25
8,2019-01,3
8,2019-01,10
8,2019-01,23
8,2019-01,49
8,2019-02,55
8,2019-02,14
8,2019-02,4
8,2019-02,14
8,2019-03,50
8,2019-03,18
8,2019-03,3
8,2019-03,13
8,2019-03,14
8,2019-04,40
8,2019-04,11
8,2019-04,3
8,2019-04,22
8,2019-04,8
8,2019-05,65
8,2019-05,21
8,2019-05,38
8,2019-05,8
8,2019-05,7
8,2019-06,18
8,2019-06,5
8,2019-06,17
8,2019-06,46
8,2019-07,67
8,2019-07,53
8,2019-07,16
8,2019-07,29
8,2019-07,5
8,2019-07,14
8,2019-08,71
8,2019-08,28
8,2019-08,5
8,2019-08,16
8,2019-09,50
8,2019-09,26
8,2019-09,5
8,2019-09,64
8,2019-10,65
8,2019-10,22
8,2019-10,3
8,2019-10,60
8,2019-11,27
8,2019-11,10
8,2019-11,6
8,2019-11,16
8,2019-12,43
8,2019-12,31
8,2019-12,15
8,2019-12,2
8,2019-12,15
8,2019-12,7
8,2020-01,12
8,2020-01,40
8,2020-01,1
8,2020-01,19
8,2020-02,65
8,2020-02,20
8,2020-02,15
8,2020-02,34
8,2020-02,19
8,2020-03,16
8,2020-03,25
8,2020-03,2
8,2020-03,21
8,2020-04,15
8,2020-04,3
8,2020-04,11
8,2020-05,34
8,2020-05,1
8,2020-05,12
8,2020-05,15
8,2020-06,18
8,2020-06,26
8,2020-06,3
8,2020-06,7
8,2020-07,27
8,2020-07,23
8,2020-07,3
8,2020-07,14
8,2020-07,52
8,2020-08,37
8,2020-08,13
8,2020-08,23
8,2020-08,2
8,2020-08,19
8,2020-09,22
8,2020-09,6
8,2020-09,9
8,2020-10,20
8,2020-10,37
8,2020-10,6
8,2020-10,11
8,2020-11,6
8,2020-11,24
8,2020-11,2
8,2020-11,10
8,2020-12,10
8,2020-12,1
8,2020-12,13
8,2021-01,5
8,2021-01,5
8,2021-01,11
8,2021-01,10
8,2021-02,22
8,2021-02,9
8,2021-02,4
8,2021-02,12
8,2021-03,13
8,2021-03,3
8,2021-03,17
8,2021-04,17
8,2021-04,7
8,2021-04,5
8,2021-04,3
9,2007-12,1
9,2008-03,19
9,2008-03,8
9,2008-03,14
9,2008-03,3
9,2008-04,66
9,2008-04,4
9,2008-05,71
9,2008-05,45
9,2008-05,5
9,2008-06,12
9,2008-06,5
9,2008-07,16
9,2008-07,4
9,2008-08,9
9,2008-08,47
9,2008-09,69
9,2008-09,3
9,2008-10,16
9,2008-10,6
9,2008-11,68
9,2008-11,6
9,2008-11,5
9,2008-12,11
9,2008-12,36
9,2008-12,3
9,2009-01,9
9,2009-01,31
9,2009-01,3
9,2009-02,1
9,2009-02,5
9,2009-02,2
9,2009-03,12
9,2009-03,44
9,2009-03,6
9,2009-04,8
9,2009-05,1
9,2009-05,11
9,2009-05,4
9,2009-06,11
9,2009-06,4
9,2009-06,27
9,2009-07,43
9,2009-07,12
9,2009-07,3
9,2009-08,47
9,2009-08,5
9,2009-09,52
9,2009-09,8
9,2009-09,3
9,2009-10,46
9,2009-10,11
9,2009-10,32
9,2009-10,34
9,2009-11,7
9,2009-11,45
9,2009-11,3
9,2009-12,3
9,2009-12,6
9,2010-01,10
9,2010-01,24
9,2010-01,4
9,2010-02,9
9,2010-02,16
9,2010-02,7
9,2010-03,5
9,2010-04,51
9,2010-04,8
9,2010-04,5
9,2010-05,43
9,2010-05,44
9,2010-05,11
9,2010-06,53
9,2010-06,8
9,2010-06,2
9,2010-07,8
9,2010-07,5
9,2010-08,61
9,2010-08,8
9,2010-08,50
9,2010-09,12
9,2010-09,43
9,2010-10,58
9,2010-10,4
9,2010-10,15
9,2010-11,42
9,2010-11,5
9,2010-11,26
9,2010-12,2
9,2011-01,2
9,2011-01,4
9,2011-02,2
9,2011-03,31
9,2011-03,4
9,2011-03,18
9,2011-03,6
9,2011-04,11
9,2011-04,41
9,2011-04,1
9,2011-05,10
9,2011-06,10
9,2011-06,8
9,2011-07,38
9,2011-07,7
9,2011-07,22
9,2011-07,3
9,2011-08,51
9,2011-08,1
9,2011-09,33
9,2011-09,11
9,2011-09,4
9,2011-10,9
9,2011-11,9
9,2011-11,5
9,2011-12,32
9,2011-12,9
9,2011-12,30
9,2012-01,18
9,2012-01,6
9,2012-01,2
9,2012-02,10
9,2012-02,23
9,2012-02,2
9,2012-03,7
9,2012-03,26
9,2012-03,3
9,2012-04,36
9,2012-04,4
9,2012-05,9
9,2012-05,5
9,2012-06,35
9,2012-06,14
9,2012-06,8
9,2012-07,5
9,2012-08,11
9,2012-08,26
9,2012-08,3
9,2012-08,22
9,2012-09,32
9,2012-09,5
9,2012-09,33
9,2012-09,5
9,2012-09,15
9,2012-10,10
9,2012-10,6
9,2012-11,3
9,2012-12,3
9,2012-12,2
9,2013-01,8
9,2013-01,5
9,2013-02,39
9,2013-02,3
9,2013-03,29
9,2013-03,6
9,2013-03,4
9,2013-04,5
9,2013-04,4
9,2013-05,26
9,2013-05,48
9,2013-05,2
9,2013-06,11
9,2013-06,6
9,2013-07,52
9,2013-07,12
9,2013-07,7
9,2013-08,2
9,2013-09,50
9,2013-09,8
9,2013-09,2
9,2013-10,13
9,2013-10,9
9,2013-11,15
9,2013-11,30
9,2013-11,15
9,2013-12,9
9,2013-12,18
9,2014-01,6
9,2014-01,25
9,2014-01,4
9,2014-02,13
9,2014-02,7
9,2014-02,2
9,2014-03,3
9,2014-04,31
9,2014-04,8
9,2014-05,7
9,2014-05,5
9,2014-06,44
9,2014-06,7
9,2014-07,76
9,2014-07,5
9,2014-08,51
9,2014-08,5
9,2014-08,40
9,2014-08,4
9,2014-09,49
9,2014-09,23
9,2014-09,2
9,2014-10,10
9,2014-10,1
9,2014-11,38
9,2014-11,8
9,2014-11,25
9,2014-11,2
9,2014-12,51
9,2014-12,12
9,2014-12,2
9,2015-01,10
9,2015-01,5
9,2015-02,23
9,2015-02,7
9,2015-02,2
9,2015-03,4
9,2015-04,56
9,2015-04,20
9,2015-04,3
9,2015-05,10
9,2015-05,32
9,2015-05,6
9,2015-06,54
9,2015-06,49
9,2015-06,24
9,2015-07,42
9,2015-07,15
9,2015-08,48
9,2015-08,4
9,2015-08,3
9,2015-09,50
9,2015-09,4
9,2015-09,1
9,2015-10,10
9,2015-10,3
9,2015-11,8
9,2015-11,9
9,2015-12,7
9,2015-12,21
9,2015-12,8
9,2016-01,25
9,2016-01,1
9,2016-02,8
9,2016-03,44
9,2016-03,9
9,2016-03,3
9,2016-04,44
9,2016-04,8
9,2016-04,36
9,2016-04,4
9,2016-04,35
9,2016-05,51
9,2016-05,8
9,2016-05,3
9,2016-06,38
9,2016-06,4
9,2016-07,44
9,2016-07,10
9,2016-07,25
9,2016-07,5
9,2016-08,43
9,2016-08,9
9,2016-08,15
9,2016-09,7
9,2016-09,17
9,2016-10,4
9,2016-10,3
9,2016-11,7
9,2016-11,3
9,2016-12,5
9,2016-12,18
9,2016-12,5
9,2017-01,10
9,2017-01,1
9,2017-02,45
9,2017-02,8
9,2017-02,3
9,2017-03,12
9,2017-03,8
9,2017-04,57
9,2017-04,14
9,2017-04,22
9,2017-04,1
9,2017-05,53
9,2017-06,36
9,2017-06,30
9,2017-07,35
9,2017-07,2
9,2017-08,16
9,2017-08,29
9,2017-08,3
9,2017-08,47
9,2017-09,18
9,2017-09,1
9,2017-10,12
9,2017-10,3
9,2017-11,3
9,2017-12,10
9,2017-12,17
9,2017-12,5
9,2018-01,10
9,2018-01,1
9,2018-01,21
9,2018-02,33
9,2018-02,42
9,2018-02,9
9,2018-02,17
9,2018-02,9
9,2018-03,9
9,2018-03,40
9,2018-03,2
9,2018-04,8
9,2018-05,50
9,2018-05,2
9,2018-06,37
9,2018-06,27
9,2018-06,1
9,2018-07,16
9,2018-07,8
9,2018-08,9
9,2018-08,1
9,2018-09,35
9,2018-09,55
9,2018-09,14
9,2018-09,1
9,2018-10,13
9,2018-10,37
9,2018-10,1
9,2018-11,36
9,2018-11,4
9,2018-11,22
9,2018-11,3
9,2018-12,17
9,2018-12,20
9,2019-01,13
9,2019-01,12
9,2019-02,23
9,2019-02,17
9,2019-03,56
9,2019-03,1
9,2019-04,47
9,2019-05,49
9,2019-05,17
9,2019-05,6
9,2019-06,39
9,2019-06,8
9,2019-06,5
9,2019-07,2
9,2019-08,75
9,2019-08,19
9,2019-08,1
9,2019-09,58
9,2019-09,7
9,2019-09,2
9,2019-10,8
9,2019-10,3
9,2019-11,46
9,2019-11,9
9,2019-11,5
9,2019-12,45
9,2020-01,23
9,2020-01,28
9,2020-01,14
9,2020-02,11
9,2020-03,48
9,2020-03,9
9,2020-03,37
9,2020-03,2
9,2020-04,31
9,2020-04,11
9,2020-04,8
9,2020-05,34
9,2020-05,7
9,2020-05,4
9,2020-06,32
9,2020-06,10
9,2020-06,3
9,2020-07,27
9,2020-07,11
9,2020-07,29
9,2020-07,5
9,2020-08,46
9,2020-08,15
9,2020-08,1
9,2020-09,8
9,2020-09,2
9,2020-10,4
9,2020-11,2
9,2020-11,4
9,2020-12,8
9,2020-12,2
9,2021-01,2
9,2021-02,31
9,2021-02,6
9,2021-02,15
9,2021-02,6
9,2021-03,56
9,2021-03,10
9,2021-03,1
9,2021-04,9
9,2021-04,1
9,2021-04,2
9,2021-04,10
10,2007-11,1
10,2008-02,1
10,2008-02,1
10,2008-03,16
10,2008-03,12
10,2008-03,5
10,2008-04,39
10,2008-04,13
10,2008-04,10
10,2008-05,31
10,2008-05,21
10,2008-05,11
10,2008-06,17
10,2008-06,21
10,2008-06,12
10,2008-07,37
10,2008-07,12
10,2008-07,7
10,2008-08,15
10,2008-08,7
10,2008-09,42
10,2008-09,8
10,2008-09,4
10,2008-10,12
10,2008-10,10
10,2008-11,28
10,2008-11,11
10,2008-11,5
10,2008-12,20
10,2008-12,12
10,2008-12,6
10,2009-01,23
10,2009-01,18
10,2009-01,5
10,2009-02,22
10,2009-02,15
10,2009-02,20
10,2009-02,8
10,2009-02,6
10,2009-03,24
10,2009-03,20
10,2009-04,45
10,2009-04,17
10,2009-04,13
10,2009-05,34
10,2009-05,36
10,2009-05,21
10,2009-05,15
10,2009-06,15
10,2009-06,8
10,2009-07,30
10,2009-07,18
10,2009-07,23
10,2009-07,10
10,2009-08,17
10,2009-08,11
10,2009-09,41
10,2009-09,17
10,2009-09,8
10,2009-10,29
10,2009-10,21
10,2009-10,15
10,2009-10,12
10,2009-11,30
10,2009-11,24
10,2009-11,12
10,2009-11,8
