WARD,month,permits
7,2019-12-01,1
7,2020-01-01,0
7,2020-02-01,2
7,2020-03-01,1
7,2020-04-01,0
7,2020-05-01,0
7,2020-06-01,0
7,2020-07-01,1
7,2020-08-01,0
7,2020-09-01,0
7,2020-10-01,0
7,2020-11-01,0
7,2020-12-01,0
7,2021-01-01,0
7,2021-02-01,0
7,2021-03-01,0
7,2021-04-01,0
8,2006-01-01,0
8,2006-02-01,0
8,2006-03-01,0
8,2006-04-01,0
8,2006-05-01,0
8,2006-06-01,0
8,2006-07-01,0
8,2006-08-01,0
8,2006-09-01,0
8,2006-10-01,0
8,2006-11-01,0
8,2006-12-01,0
8,2007-01-01,0
8,2007-02-01,0
8,2007-03-01,0
8,2007-04-01,0
8,2007-05-01,0
8,2007-06-01,0
8,2007-07-01,0
8,2007-08-01,0
8,2007-09-01,0
8,2007-10-01,0
8,2007-11-01,0
8,2007-12-01,0
8,2008-01-01,0
8,2008-02-01,0
8,2008-03-01,3
8,2008-04-01,0
8,2008-05-01,0
8,2008-06-01,3
8,2008-07-01,1
8,2008-08-01,2
8,2008-09-01,3
8,2008-10-01,6
8,2008-11-01,3
8,2008-12-01,1
8,2009-01-01,0
8,2009-02-01,1
8,2009-03-01,1
8,2009-04-01,0
8,2009-05-01,0
8,2009-06-01,0
8,2009-07-01,0
8,2009-08-01,0
8,2009-09-01,0
8,2009-10-01,0
8,2009-11-01,0
8,2009-12-01,0
8,2010-01-01,0
8,2010-02-01,0
8,2010-03-01,2
8,2010-04-01,0
8,2010-05-01,0
8,2010-06-01,0
8,2010-07-01,0
8,2010-08-01,1
8,2010-09-01,0
8,2010-10-01,0
8,2010-11-01,0
8,2010-12-01,0
8,2011-01-01,0
8,2011-02-01,0
8,2011-03-01,1
8,2011-04-01,0
8,2011-05-01,0
8,2011-06-01,0
8,2011-07-01,1
8,2011-08-01,1
8,2011-09-01,1
8,2011-10-01,1
8,2011-11-01,1
8,2011-12-01,1
8,2012-01-01,0
8,2012-02-01,0
8,2012-03-01,1
8,2012-04-01,1
8,2012-05-01,0
8,2012-06-01,0
8,2012-07-01,2
8,2012-08-01,0
8,2012-09-01,1
8,2012-10-01,0
8,2012-11-01,0
8,2012-12-01,0
8,2013-01-01,1
8,2013-02-01,0
8,2013-03-01,0
8,2013-04-01,0
8,2013-05-01,1
8,2013-06-01,1
8,2013-07-01,0
8,2013-08-01,2
8,2013-09-01,0
8,2013-10-01,0
8,2013-11-01,1
8,2013-12-01,0
8,2014-01-01,0
8,2014-02-01,0
8,2014-03-01,0
8,2014-04-01,0
8,2014-05-01,0
8,2014-06-01,0
8,2014-07-01,0
8,2014-08-01,0
8,2014-09-01,1
8,2014-10-01,0
8,2014-11-01,0
8,2014-12-01,0
8,2015-01-01,0
8,2015-02-01,0
8,2015-03-01,0
8,2015-04-01,1
8,2015-05-01,0
8,2015-06-01,0
8,2015-07-01,0
8,2015-08-01,1
8,2015-09-01,0
8,2015-10-01,0
8,2015-11-01,2
8,2015-12-01,1
8,2016-01-01,0
8,2016-02-01,1
8,2016-03-01,0
8,2016-04-01,0
8,2016-05-01,1
8,2016-06-01,0
8,2016-07-01,0
8,2016-08-01,0
8,2016-09-01,1
8,2016-10-01,1
8,2016-11-01,0
8,2016-12-01,0
8,2017-01-01,0
8,2017-02-01,0
8,2017-03-01,0
8,2017-04-01,0
8,2017-05-01,1
8,2017-06-01,2
8,2017-07-01,0
8,2017-08-01,2
8,2017-09-01,0
8,2017-10-01,0
8,2017-11-01,1
8,2017-12-01,0
8,2018-01-01,0
8,2018-02-01,0
8,2018-03-01,0
8,2018-04-01,0
8,2018-05-01,0
8,2018-06-01,0
8,2018-07-01,0
8,2018-08-01,0
8,2018-09-01,1
8,2018-10-01,0
8,2018-11-01,1
8,2018-12-01,1
8,2019-01-01,0
8,2019-02-01,0
8,2019-03-01,1
8,2019-04-01,0
8,2019-05-01,1
8,2019-06-01,0
8,2019-07-01,0
8,2019-08-01,1
8,2019-09-01,0
8,2019-10-01,0
8,2019-11-01,0
8,2019-12-01,1
8,2020-01-01,0
8,2020-02-01,0
8,2020-03-01,2
8,2020-04-01,0
8,2020-05-01,0
8,2020-06-01,1
8,2020-07-01,0
8,2020-08-01,0
8,2020-09-01,0
8,2020-10-01,0
8,2020-11-01,0
8,2020-12-01,0
8,2021-01-01,0
8,2021-02-01,0
8,2021-03-01,1
8,2021-04-01,0
9,2006-01-01,0
9,2006-02-01,0
9,2006-03-01,0
9,2006-04-01,0
9,2006-05-01,0
9,2006-06-01,0
9,2006-07-01,0
9,2006-08-01,0
9,2006-09-01,0
9,2006-10-01,0
9,2006-11-01,0
9,2006-12-01,0
9,2007-01-01,0
9,2007-02-01,0
9,2007-03-01,0
9,2007-04-01,0
9,2007-05-01,0
9,2007-06-01,0
9,2007-07-01,0
9,2007-08-01,0
9,2007-09-01,0
9,2007-10-01,0
9,2007-11-01,0
9,2007-12-01,0
9,2008-01-01,0
9,2008-02-01,0
9,2008-03-01,0
9,2008-04-01,0
9,2008-05-01,3
9,2008-06-01,0
9,2008-07-01,0
9,2008-08-01,1
9,2008-09-01,0
9,2008-10-01,0
9,2008-11-01,0
9,2008-12-01,2
9,2009-01-01,0
9,2009-02-01,0
9,2009-03-01,0
9,2009-04-01,0
9,2009-05-01,1
9,2009-06-01,0
9,2009-07-01,0
9,2009-08-01,0
9,2009-09-01,0
9,2009-10-01,2
9,2009-11-01,0
9,2009-12-01,0
9,2010-01-01,0
9,2010-02-01,0
9,2010-03-01,0
9,2010-04-01,0
9,2010-05-01,1
9,2010-06-01,0
9,2010-07-01,0
9,2010-08-01,1
9,2010-09-01,1
9,2010-10-01,0
9,2010-11-01,1
9,2010-12-01,0
9,2011-01-01,0
9,2011-02-01,0
9,2011-03-01,0
9,2011-04-01,0
9,2011-05-01,0
9,2011-06-01,0
9,2011-07-01,1
9,2011-08-01,0
9,2011-09-01,2
9,2011-10-01,0
9,2011-11-01,0
9,2011-12-01,2
9,2012-01-01,0
9,2012-02-01,0
9,2012-03-01,0
9,2012-04-01,0
9,2012-05-01,0
9,2012-06-01,2
9,2012-07-01,0
9,2012-08-01,0
9,2012-09-01,2
9,2012-10-01,0
9,2012-11-01,0
9,2012-12-01,0
9,2013-01-01,0
9,2013-02-01,0
9,2013-03-01,0
9,2013-04-01,2
9,2013-05-01,0
9,2013-06-01,0
9,2013-07-01,1
9,2013-08-01,0
9,2013-09-01,1
9,2013-10-01,1
9,2013-11-01,0
9,2013-12-01,2
9,2014-01-01,0
9,2014-02-01,0
9,2014-03-01,0
9,2014-04-01,0
9,2014-05-01,0
9,2014-06-01,0
9,2014-07-01,0
9,2014-08-01,0
9,2014-09-01,0
9,2014-10-01,1
9,2014-11-01,0
9,2014-12-01,0
9,2015-01-01,0
9,2015-02-01,0
9,2015-03-01,0
9,2015-04-01,0
9,2015-05-01,0
9,2015-06-01,0
9,2015-07-01,0
9,2015-08-01,0
9,2015-09-01,1
9,2015-10-01,0
9,2015-11-01,0
9,2015-12-01,0
9,2016-01-01,0
9,2016-02-01,0
9,2016-03-01,0
9,2016-04-01,0
9,2016-05-01,0
9,2016-06-01,0
9,2016-07-01,0
9,2016-08-01,0
9,2016-09-01,0
9,2016-10-01,0
9,2016-11-01,0
9,2016-12-01,0
9,2017-01-01,0
9,2017-02-01,1
9,2017-03-01,1
9,2017-04-01,0
9,2017-05-01,0
9,2017-06-01,0
9,2017-07-01,0
9,2017-08-01,1
9,2017-09-01,0
9,2017-10-01,0
9,2017-11-01,0
9,2017-12-01,0
9,2018-01-01,0
9,2018-02-01,1
9,2018-03-01,1
9,2018-04-01,0
9,2018-05-01,0
9,2018-06-01,0
9,2018-07-01,0
9,2018-08-01,0
9,2018-09-01,1
9,2018-10-01,0
9,2018-11-01,1
9,2018-12-01,1
9,2019-01-01,0
9,2019-02-01,0
9,2019-03-01,0
9,2019-04-01,0
9,2019-05-01,0
9,2019-06-01,0
9,2019-07-01,0
9,2019-08-01,2
9,2019-09-01,1
9,2019-10-01,0
9,2019-11-01,0
9,2019-12-01,1
9,2020-01-01,0
9,2020-02-01,0
9,2020-03-01,1
9,2020-04-01,1
9,2020-05-01,0
9,2020-06-01,1
9,2020-07-01,0
9,2020-08-01,0
9,2020-09-01,0
9,2020-10-01,1
9,2020-11-01,0
9,2020-12-01,0
9,2021-01-01,1
9,2021-02-01,0
9,2021-03-01,1
9,2021-04-01,0
10,2006-01-01,0
10,2006-02-01,0
10,2006-03-01,0
10,2006-04-01,0
10,2006-05-01,0
10,2006-06-01,0
10,2006-07-01,0
10,2006-08-01,0
10,2006-09-01,0
10,2006-10-01,0
10,2006-11-01,0
10,2006-12-01,0
10,2007-01-01,0
10,2007-02-01,0
10,2007-03-01,0
10,2007-04-01,0
10,2007-05-01,0
10,2007-06-01,0
10,2007-07-01,0
10,2007-08-01,0
10,2007-09-01,0
10,2007-10-01,0
10,2007-11-01,0
10,2007-12-01,0
10,2008-01-01,0
10,2008-02-01,0
10,2008-03-01,4
10,2008-04-01,4
10,2008-05-01,4
10,2008-06-01,2
10,2008-07-01,2
10,2008-08-01,0
10,2008-09-01,1
10,2008-10-01,3
10,2008-11-01,3
10,2008-12-01,1
10,2009-01-01,1
10,2009-02-01,0
10,2009-03-01,0
10,2009-04-01,0
10,2009-05-01,1
10,2009-06-01,1
10,2009-07-01,1
10,2009-08-01,0
10,2009-09-01,0
10,2009-10-01,1
10,2009-11-01,0
10,2009-12-01,0
10,2010-01-01,0
10,2010-02-01,1
10,2010-03-01,0
10,2010-04-01,0
10,2010-05-01,0
10,2010-06-01,2
10,2010-07-01,0
10,2010-08-01,2
10,2010-09-01,0
10,2010-10-01,4
10,2010-11-01,0
10,2010-12-01,0
10,2011-01-01,1
10,2011-02-01,0
10,2011-03-01,0
10,2011-04-01,2
10,2011-05-01,0
10,2011-06-01,2
10,2011-07-01,0
10,2011-08-01,6
10,2011-09-01,0
10,2011-10-01,0
10,2011-11-01,0
10,2011-12-01,0
10,2012-01-01,0
10,2012-02-01,0
10,2012-03-01,1
10,2012-04-01,0
10,2012-05-01,1
10,2012-06-01,0
10,2012-07-01,0
10,2012-08-01,1
10,2012-09-01,1
10,2012-10-01,2
10,2012-11-01,0
10,2012-12-01,2
10,2013-01-01,0
10,2013-02-01,0
10,2013-03-01,0
10,2013-04-01,0
10,2013-05-01,2
10,2013-06-01,1
10,2013-07-01,0
10,2013-08-01,0
10,2013-09-01,1
10,2013-10-01,0
10,2013-11-01,0
10,2013-12-01,0
10,2014-01-01,0
10,2014-02-01,0
10,2014-03-01,0
10,2014-04-01,0
10,2014-05-01,1
10,2014-06-01,1
10,2014-07-01,0
10,2014-08-01,1
10,2014-09-01,0
10,2014-10-01,0
10,2014-11-01,0
10,2014-12-01,1
10,2015-01-01,1
10,2015-02-01,1
10,2015-03-01,1
10,2015-04-01,0
10,2015-05-01,2
10,2015-06-01,0
10,2015-07-01,1
10,2015-08-01,0
10,2015-09-01,0
10,2015-10-01,0
10,2015-11-01,1
10,2015-12-01,1
10,2016-01-01,0
10,2016-02-01,0
10,2016-03-01,0
10,2016-04-01,2
10,2016-05-01,2
10,2016-06-01,0
10,2016-07-01,0
10,2016-08-01,2
10,2016-09-01,2
10,2016-10-01,2
10,2016-11-01,1
10,2016-12-01,2
10,2017-01-01,2
10,2017-02-01,0
10,2017-03-01,2
10,2017-04-01,0
10,2017-05-01,1
10,2017-06-01,0
10,2017-07-01,0
10,2017-08-01,1
10,2017-09-01,3
10,2017-10-01,1
10,2017-11-01,0
10,2017-12-01,1
10,2018-01-01,0
10,2018-02-01,0
10,2018-03-01,1
10,2018-04-01,0
10,2018-05-01,0
10,2018-06-01,0
10,2018-07-01,0
10,2018-08-01,3
10,2018-09-01,0
10,2018-10-01,0
10,2018-11-01,0
10,2018-12-01,0
10,2019-01-01,0
10,2019-02-01,1
10,2019-03-01,1
10,2019-04-01,0
10,2019-05-01,0
10,2019-06-01,0
10,2019-07-01,1
10,2019-08-01,4
10,2019-09-01,0
10,2019-10-01,2
10,2019-11-01,0
10,2019-12-01,0
10,2020-01-01,0
10,2020-02-01,2
10,2020-03-01,1
10,2020-04-01,0
10,2020-05-01,1
10,2020-06-01,2
10,2020-07-01,0
10,2020-08-01,1
10,2020-09-01,3
10,2020-10-01,1
10,2020-11-01,0
10,2020-12-01,6
10,2021-01-01,1
10,2021-02-01,0
10,2021-03-01,1
10,2021-04-01,0
11,2006-01-01,0
11,2006-02-01,0
11,2006-03-01,0
11,2006-04-01,0
11,2006-05-01,0
11,2006-06-01,0
11,2006-07-01,0
11,2006-08-01,0
11,2006-09-01,0
11,2006-10-01,0
11,2006-11-01,0
11,2006-12-01,0
11,2007-01-01,0
11,2007-02-01,0
11,2007-03-01,0
11,2007-04-01,0
11,2007-05-01,0
11,2007-06-01,0
11,2007-07-01,0
11,2007-08-01,1
11,2007-09-01,0
11,2007-10-01,0
11,2007-11-01,0
11,2007-12-01,0
11,2008-01-01,0
11,2008-02-01,0
11,2008-03-01,4
11,2008-04-01,9
11,2008-05-01,10
11,2008-06-01,1
11,2008-07-01,3
11,2008-08-01,5
11,2008-09-01,3
11,2008-10-01,5
11,2008-11-01,0
11,2008-12-01,3
11,2009-01-01,2
11,2009-02-01,0
11,2009-03-01,4
11,2009-04-01,0
11,2009-05-01,4
11,2009-06-01,5
11,2009-07-01,1
11,2009-08-01,0
11,2009-09-01,7
11,2009-10-01,2
11,2009-11-01,2
11,2009-12-01,3
11,2010-01-01,4
11,2010-02-01,2
11,2010-03-01,2
11,2010-04-01,4
11,2010-05-01,2
11,2010-06-01,0
11,2010-07-01,4
11,2010-08-01,2
11,2010-09-01,3
11,2010-10-01,4
11,2010-11-01,7
11,2010-12-01,3
11,2011-01-01,2
11,2011-02-01,1
11,2011-03-01,1
11,2011-04-01,3
11,2011-05-01,1
11,2011-06-01,3
11,2011-07-01,15
11,2011-08-01,1
11,2011-09-01,6
11,2011-10-01,7
11,2011-11-01,3
11,2011-12-01,0
11,2012-01-01,2
11,2012-02-01,0
11,2012-03-01,3
11,2012-04-01,12
11,2012-05-01,3
11,2012-06-01,3
11,2012-07-01,3
11,2012-08-01,1
11,2012-09-01,4
11,2012-10-01,6
11,2012-11-01,4
11,2012-12-01,4
11,2013-01-01,5
11,2013-02-01,4
11,2013-03-01,5
11,2013-04-01,12
11,2013-05-01,10
11,2013-06-01,10
11,2013-07-01,10
11,2013-08-01,6
11,2013-09-01,10
11,2013-10-01,3
11,2013-11-01,3
11,2013-12-01,7
11,2014-01-01,5
11,2014-02-01,6
11,2014-03-01,1
11,2014-04-01,8
11,2014-05-01,9
11,2014-06-01,3
11,2014-07-01,6
11,2014-08-01,9
11,2014-09-01,16
11,2014-10-01,11
11,2014-11-01,5
11,2014-12-01,3
11,2015-01-01,3
11,2015-02-01,8
11,2015-03-01,14
11,2015-04-01,12
11,2015-05-01,3
11,2015-06-01,7
11,2015-07-01,7
11,2015-08-01,4
11,2015-09-01,13
11,2015-10-01,7
11,2015-11-01,5
11,2015-12-01,3
11,2016-01-01,0
11,2016-02-01,2
11,2016-03-01,6
11,2016-04-01,5
11,2016-05-01,5
11,2016-06-01,10
11,2016-07-01,8
11,2016-08-01,8
11,2016-09-01,10
11,2016-10-01,5
11,2016-11-01,6
11,2016-12-01,8
11,2017-01-01,5
11,2017-02-01,2
11,2017-03-01,7
11,2017-04-01,5
11,2017-05-01,3
11,2017-06-01,17
11,2017-07-01,10
11,2017-08-01,8
11,2017-09-01,11
11,2017-10-01,8
11,2017-11-01,11
11,2017-12-01,7
11,2018-01-01,4
11,2018-02-01,6
11,2018-03-01,3
11,2018-04-01,4
11,2018-05-01,4
11,2018-06-01,6
11,2018-07-01,9
11,2018-08-01,12
11,2018-09-01,6
11,2018-10-01,13
11,2018-11-01,5
11,2018-12-01,4
11,2019-01-01,6
11,2019-02-01,3
11,2019-03-01,4
11,2019-04-01,7
11,2019-05-01,4
11,2019-06-01,5
11,2019-07-01,10
11,2019-08-01,6
11,2019-09-01,9
11,2019-10-01,7
11,2019-11-01,2
11,2019-12-01,4
11,2020-01-01,2
11,2020-02-01,7
11,2020-03-01,4
11,2020-04-01,3
11,2020-05-01,3
11,2020-06-01,2
11,2020-07-01,4
11,2020-08-01,3
11,2020-09-01,10
11,2020-10-01,6
11,2020-11-01,5
11,2020-12-01,1
11,2021-01-01,4
11,2021-02-01,4
11,2021-03-01,6
11,2021-04-01,2
12,2006-01-01,0
12,2006-02-01,0
12,2006-03-01,0
12,2006-04-01,0
12,2006-05-01,0
12,2006-06-01,0
12,2006-07-01,0
12,2006-08-01,0
12,2006-09-01,0
12,2006-10-01,0
12,2006-11-01,0
12,2006-12-01,0
12,2007-01-01,0
12,2007-02-01,0
12,2007-03-01,0
12,2007-04-01,0
12,2007-05-01,0
12,2007-06-01,0
12,2007-07-01,0
12,2007-08-01,0
12,2007-09-01,0
12,2007-10-01,0
12,2007-11-01,0
12,2007-12-01,0
12,2008-01-01,0
12,2008-02-01,0
12,2008-03-01,1
12,2008-04-01,1
12,2008-05-01,1
12,2008-06-01,0
12,2008-07-01,3
12,2008-08-01,1
12,2008-09-01,2
12,2008-10-01,2
12,2008-11-01,2
12,2008-12-01,0
12,2009-01-01,0
12,2009-02-01,0
12,2009-03-01,1
12,2009-04-01,1
12,2009-05-01,1
12,2009-06-01,1
12,2009-07-01,0
12,2009-08-01,1
12,2009-09-01,1
12,2009-10-01,1
12,2009-11-01,0
12,2009-12-01,0
12,2010-01-01,0
12,2010-02-01,1
12,2010-03-01,0
12,2010-04-01,0
12,2010-05-01,0
12,2010-06-01,4
12,2010-07-01,0
12,2010-08-01,0
12,2010-09-01,0
12,2010-10-01,1
12,2010-11-01,0
12,2010-12-01,2
12,2011-01-01,0
12,2011-02-01,0
12,2011-03-01,0
12,2011-04-01,2
12,2011-05-01,0
12,2011-06-01,3
12,2011-07-01,1
12,2011-08-01,1
12,2011-09-01,0
12,2011-10-01,2
12,2011-11-01,1
12,2011-12-01,3
12,2012-01-01,0
12,2012-02-01,1
12,2012-03-01,1
12,2012-04-01,2
12,2012-05-01,0
12,2012-06-01,0
12,2012-07-01,0
12,2012-08-01,1
12,2012-09-01,3
12,2012-10-01,1
12,2012-11-01,1
12,2012-12-01,0
12,2013-01-01,1
12,2013-02-01,2
12,2013-03-01,2
12,2013-04-01,4
12,2013-05-01,2
12,2013-06-01,2
12,2013-07-01,0
12,2013-08-01,3
12,2013-09-01,1
12,2013-10-01,3
12,2013-11-01,0
12,2013-12-01,2
12,2014-01-01,4
12,2014-02-01,0
12,2014-03-01,0
12,2014-04-01,0
12,2014-05-01,2
12,2014-06-01,0
12,2014-07-01,0
12,2014-08-01,0
12,2014-09-01,0
12,2014-10-01,3
12,2014-11-01,1
12,2014-12-01,2
12,2015-01-01,0
12,2015-02-01,1
12,2015-03-01,1
12,2015-04-01,6
12,2015-05-01,2
12,2015-06-01,3
12,2015-07-01,2
12,2015-08-01,0
12,2015-09-01,7
12,2015-10-01,8
12,2015-11-01,2
12,2015-12-01,0
12,2016-01-01,1
12,2016-02-01,5
12,2016-03-01,1
12,2016-04-01,1
12,2016-05-01,7
12,2016-06-01,2
12,2016-07-01,1
12,2016-08-01,1
12,2016-09-01,18
12,2016-10-01,1
12,2016-11-01,3
12,2016-12-01,0
12,2017-01-01,1
12,2017-02-01,0
12,2017-03-01,1
12,2017-04-01,5
12,2017-05-01,4
12,2017-06-01,2
12,2017-07-01,6
12,2017-08-01,4
12,2017-09-01,17
12,2017-10-01,9
12,2017-11-01,3
12,2017-12-01,1
12,2018-01-01,2
12,2018-02-01,1
12,2018-03-01,2
12,2018-04-01,3
12,2018-05-01,4
12,2018-06-01,2
12,2018-07-01,3
12,2018-08-01,2
12,2018-09-01,2
12,2018-10-01,1
12,2018-11-01,2
12,2018-12-01,1
12,2019-01-01,1
12,2019-02-01,0
12,2019-03-01,1
12,2019-04-01,4
12,2019-05-01,1
12,2019-06-01,1
12,2019-07-01,3
12,2019-08-01,4
12,2019-09-01,3
12,2019-10-01,0
12,2019-11-01,1
12,2019-12-01,2
12,2020-01-01,2
12,2020-02-01,3
12,2020-03-01,3
12,2020-04-01,1
12,2020-05-01,1
12,2020-06-01,0
12,2020-07-01,3
12,2020-08-01,1
12,2020-09-01,2
12,2020-10-01,0
12,2020-11-01,0
12,2020-12-01,1
12,2021-01-01,0
12,2021-02-01,1
12,2021-03-01,0
12,2021-04-01,0
13,2006-01-01,0
13,2006-02-01,0
13,2006-03-01,0
13,2006-04-01,0
13,2006-05-01,0
13,2006-06-01,0
13,2006-07-01,0
13,2006-08-01,0
13,2006-09-01,0
13,2006-10-01,0
13,2006-11-01,0
13,2006-12-01,0
13,2007-01-01,0
13,2007-02-01,0
13,2007-03-01,0
13,2007-04-01,0
13,2007-05-01,0
13,2007-06-01,0
13,2007-07-01,0
13,2007-08-01,0
13,2007-09-01,0
13,2007-10-01,0
13,2007-11-01,0
13,2007-12-01,0
13,2008-01-01,0
13,2008-02-01,0
13,2008-03-01,0
13,2008-04-01,0
13,2008-05-01,0
13,2008-06-01,1
13,2008-07-01,1
13,2008-08-01,0
13,2008-09-01,0
13,2008-10-01,0
13,2008-11-01,3
13,2008-12-01,0
13,2009-01-01,0
13,2009-02-01,0
13,2009-03-01,0
13,2009-04-01,1
13,2009-05-01,0
13,2009-06-01,0
13,2009-07-01,0
13,2009-08-01,0
13,2009-09-01,0
13,2009-10-01,0
13,2009-11-01,0
13,2009-12-01,1
13,2010-01-01,0
13,2010-02-01,0
13,2010-03-01,0
13,2010-04-01,2
13,2010-05-01,0
13,2010-06-01,1
13,2010-07-01,0
13,2010-08-01,1
13,2010-09-01,1
13,2010-10-01,0
13,2010-11-01,0
13,2010-12-01,0
13,2011-01-01,1
13,2011-02-01,0
13,2011-03-01,0
13,2011-04-01,0
13,2011-05-01,0
13,2011-06-01,0
13,2011-07-01,0
13,2011-08-01,0
13,2011-09-01,0
13,2011-10-01,1
13,2011-11-01,0
13,2011-12-01,0
13,2012-01-01,1
13,2012-02-01,1
13,2012-03-01,0
13,2012-04-01,0
13,2012-05-01,0
13,2012-06-01,1
13,2012-07-01,0
13,2012-08-01,2
13,2012-09-01,1
13,2012-10-01,0
13,2012-11-01,1
13,2012-12-01,1
13,2013-01-01,0
13,2013-02-01,0
13,2013-03-01,0
13,2013-04-01,0
13,2013-05-01,0
13,2013-06-01,1
13,2013-07-01,0
13,2013-08-01,2
13,2013-09-01,0
13,2013-10-01,0
13,2013-11-01,1
13,2013-12-01,0
13,2014-01-01,0
13,2014-02-01,0
13,2014-03-01,1
13,2014-04-01,0
13,2014-05-01,1
13,2014-06-01,0
13,2014-07-01,1
13,2014-08-01,1
13,2014-09-01,0
13,2014-10-01,0
13,2014-11-01,0
13,2014-12-01,0
13,2015-01-01,0
13,2015-02-01,0
13,2015-03-01,0
13,2015-04-01,1
13,2015-05-01,0
13,2015-06-01,0
13,2015-07-01,3
13,2015-08-01,0
13,2015-09-01,0
13,2015-10-01,0
13,2015-11-01,0
13,2015-12-01,0
13,2016-01-01,0
13,2016-02-01,0
13,2016-03-01,0
13,2016-04-01,1
13,2016-05-01,1
13,2016-06-01,1
13,2016-07-01,4
13,2016-08-01,0
13,2016-09-01,0
13,2016-10-01,1
13,2016-11-01,2
13,2016-12-01,1
13,2017-01-01,0
13,2017-02-01,1
13,2017-03-01,1
13,2017-04-01,1
13,2017-05-01,1
13,2017-06-01,0
13,2017-07-01,1
13,2017-08-01,0
13,2017-09-01,0
13,2017-10-01,1
13,2017-11-01,0
13,2017-12-01,0
13,2018-01-01,0
13,2018-02-01,0
13,2018-03-01,1
13,2018-04-01,0
13,2018-05-01,1
13,2018-06-01,1
13,2018-07-01,1
13,2018-08-01,1
13,2018-09-01,0
13,2018-10-01,1
13,2018-11-01,1
13,2018-12-01,0
13,2019-01-01,0
13,2019-02-01,0
13,2019-03-01,0
13,2019-04-01,0
13,2019-05-01,0
13,2019-06-01,1
13,2019-07-01,1
13,2019-08-01,1
13,2019-09-01,1
13,2019-10-01,1
13,2019-11-01,0
13,2019-12-01,1
13,2020-01-01,0
13,2020-02-01,0
13,2020-03-01,1
13,2020-04-01,0
13,2020-05-01,1
13,2020-06-01,0
13,2020-07-01,0
13,2020-08-01,0
13,2020-09-01,1
13,2020-10-01,1
13,2020-11-01,0
13,2020-12-01,0
13,2021-01-01,0
13,2021-02-01,1
13,2021-03-01,0
13,2021-04-01,0
14,2006-01-01,0
14,2006-02-01,0
14,2006-03-01,0
14,2006-04-01,0
14,2006-05-01,0
14,2006-06-01,0
14,2006-07-01,0
14,2006-08-01,0
14,2006-09-01,0
14,2006-10-01,0
14,2006-11-01,0
14,2006-12-01,0
14,2007-01-01,0
14,2007-02-01,0
14,2007-03-01,0
14,2007-04-01,0
14,2007-05-01,0
14,2007-06-01,0
14,2007-07-01,0
14,2007-08-01,0
14,2007-09-01,0
14,2007-10-01,0
14,2007-11-01,0
14,2007-12-01,0
14,2008-01-01,0
14,2008-02-01,0
14,2008-03-01,4
14,2008-04-01,3
14,2008-05-01,2
14,2008-06-01,1
14,2008-07-01,4
14,2008-08-01,1
14,2008-09-01,1
14,2008-10-01,2
14,2008-11-01,2
14,2008-12-01,2
14,2009-01-01,0
14,2009-02-01,1
14,2009-03-01,0
14,2009-04-01,0
14,2009-05-01,0
14,2009-06-01,0
14,2009-07-01,0
14,2009-08-01,1
14,2009-09-01,0
14,2009-10-01,0
14,2009-11-01,0
14,2009-12-01,0
14,2010-01-01,1
14,2010-02-01,0
14,2010-03-01,0
14,2010-04-01,0
14,2010-05-01,0
14,2010-06-01,2
14,2010-07-01,1
14,2010-08-01,0
14,2010-09-01,0
14,2010-10-01,0
14,2010-11-01,0
14,2010-12-01,0
14,2011-01-01,0
14,2011-02-01,3
14,2011-03-01,1
14,2011-04-01,1
14,2011-05-01,1
14,2011-06-01,0
14,2011-07-01,0
14,2011-08-01,2
14,2011-09-01,1
14,2011-10-01,0
14,2011-11-01,0
14,2011-12-01,1
14,2012-01-01,0
14,2012-02-01,0
14,2012-03-01,0
14,2012-04-01,0
14,2012-05-01,1
14,2012-06-01,0
14,2012-07-01,1
14,2012-08-01,1
14,2012-09-01,1
14,2012-10-01,0
14,2012-11-01,1
14,2012-12-01,0
14,2013-01-01,0
14,2013-02-01,1
14,2013-03-01,2
14,2013-04-01,0
14,2013-05-01,1
14,2013-06-01,1
14,2013-07-01,0
14,2013-08-01,0
14,2013-09-01,0
14,2013-10-01,0
14,2013-11-01,0
14,2013-12-01,0
14,2014-01-01,0
14,2014-02-01,0
14,2014-03-01,0
14,2014-04-01,0
14,2014-05-01,1
14,2014-06-01,0
14,2014-07-01,0
14,2014-08-01,2
14,2014-09-01,1
14,2014-10-01,0
14,2014-11-01,0
14,2014-12-01,2
14,2015-01-01,0
14,2015-02-01,0
14,2015-03-01,0
14,2015-04-01,0
14,2015-05-01,0
14,2015-06-01,1
14,2015-07-01,3
14,2015-08-01,1
14,2015-09-01,0
14,2015-10-01,4
14,2015-11-01,11
14,2015-12-01,0
14,2016-01-01,0
14,2016-02-01,0
14,2016-03-01,0
14,2016-04-01,2
14,2016-05-01,1
14,2016-06-01,0
14,2016-07-01,2
14,2016-08-01,2
14,2016-09-01,1
14,2016-10-01,0
14,2016-11-01,3
14,2016-12-01,1
14,2017-01-01,2
14,2017-02-01,0
14,2017-03-01,0
14,2017-04-01,2
14,2017-05-01,0
14,2017-06-01,1
14,2017-07-01,3
14,2017-08-01,0
14,2017-09-01,0
14,2017-10-01,0
14,2017-11-01,2
14,2017-12-01,0
14,2018-01-01,1
14,2018-02-01,1
14,2018-03-01,1
14,2018-04-01,0
14,2018-05-01,3
14,2018-06-01,3
